uniprotAC.tf,uniprotAC.target,otherAC.tf,otherAC.target,name.tf,name.target,detection.method,pubmedAC,organism,source.database
A5JNG8,E7F916,792333,100318936,nanog,rasa3,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8Q5B8,792333,-,nanog,ercc5,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q58EB6,792333,-,nanog,ercc5,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QJS3,792333,541502,nanog,ercc5,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8JM42,792333,-,nanog,blzf1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8JM43,792333,-,nanog,blzf1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8JM41,792333,114452,nanog,blzf1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q3B728,792333,641329,nanog,txnl4b,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8JM40,792333,492460,nanog,trmt10c,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8JM39,792333,-,nanog,trmt10c,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0R4IAB7,792333,-,nanog,appa,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0R4IN41,792333,-,nanog,appa,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0R4IZ16,792333,-,nanog,appa,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0R4IM64,792333,-,nanog,appa,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q6NYG4,792333,405818,nanog,cyyr1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0R4IES1,792333,-,nanog,adamts1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q9DGB8,792333,58126,nanog,runx1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,R4GEZ2,792333,-,nanog,si:ch211-132g1.3,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0R4IQ52,792333,-,nanog,si:ch211-132g1.3,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,R4GDT8,792333,-,nanog,si:ch211-132g1.3,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8JHR9,792333,569455,nanog,kpnb3,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1R466,792333,-,nanog,gpc6a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0H2UKP8,792333,-,nanog,gpc5a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0R4IS19,792333,324096,nanog,slitrk6,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QU39,792333,335098,nanog,spry2,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A2CEW4,792333,-,nanog,atic,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A2CEW5,792333,406206,nanog,mnx2b,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1RCJ6,792333,406206,nanog,mnx2b,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QN93,792333,-,nanog,nrp2a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0R4IL03,792333,-,nanog,nrp2a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QCK2,792333,564067,nanog,abcb6a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8RXI2,792333,564067,nanog,abcb6a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8A448,792333,-,nanog,cnppd1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8QKN6,792333,-,nanog,cnppd1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1RDA7,792333,553318,nanog,gtf3c3,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8Q1Y0,792333,-,nanog,A0A2R8Q1Y0_DANRE,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1Q810,792333,-,nanog,klf7a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q90ZL2,792333,494154,nanog,lancl1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8JKI0,792333,450014,nanog,pcnp,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8JKH9,792333,450014,nanog,pcnp,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8QL91,792333,450014,nanog,pcnp,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q5XJC4,792333,450014,nanog,pcnp,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8JKI1,792333,-,nanog,pcnp,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q7ZVW9,792333,393131,nanog,arglu1b,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0R4IKF8,792333,-,nanog,en1b,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q5BJ08,792333,541371,nanog,en1b,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0G2KJI4,792333,-,nanog,A0A0G2KJI4_DANRE,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8QB91,792333,-,nanog,si:dkey-79f11.5,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1R9H4,792333,-,nanog,si:dkey-79f11.5,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E7FG24,792333,101882918,nanog,si:dkeyp-9d4.4,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,R4GEY5,792333,-,nanog,si:dkeyp-9d4.4,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q08BA6,792333,570158,nanog,alkbh5,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1R9Y3,792333,-,nanog,smcr8b,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QDV8,792333,-,nanog,E9QDV8_DANRE,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1REK2,792333,-,nanog,F1REK2_DANRE,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QYZ2,792333,-,nanog,fbxl18,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0R4I9A2,792333,322387,nanog,A0A0R4I9A2_DANRE,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E7EZH3,792333,-,nanog,cacng3a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QHM0,792333,-,nanog,cacng3a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1REG4,792333,-,nanog,palb2,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QGW5,792333,-,nanog,palb2,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q6DRK7,792333,-,nanog,plk1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8Q3L5,792333,-,nanog,ern2,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1Q6G0,792333,-,nanog,ern2,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1R1U2,792333,-,nanog,uncx4.1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,D9IWE2,792333,393886,nanog,mad1l1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q7ZTZ3,792333,368229,nanog,pmm2,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q7ZTY6,792333,393295,nanog,CG026_DANRE,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8A5L7,792333,559197,nanog,rgs11,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1RDB2,792333,-,nanog,rgs11,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8PZT4,792333,553501,nanog,lratb.1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F6PF49,792333,-,nanog,lratb.1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,R4GEX4,792333,-,nanog,eif3f,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q6P3H1,792333,393865,nanog,Q6P3H1_DANRE,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1RAB4,792333,-,nanog,cnpy3,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8QRD4,792333,-,nanog,trpc5a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q1MT27,792333,-,nanog,trpc5a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q1MT28,792333,557456,nanog,trpc5a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A286Y845,792333,557456,nanog,trpc5a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QI09,792333,-,nanog,trpc5a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0R4IXX0,792333,83773,nanog,dmd,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QXP9,792333,-,nanog,dmd,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QDK4,792333,83773,nanog,dmd,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QVF5,792333,-,nanog,dmd,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1R0H8,792333,-,nanog,dmd,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1R7V2,792333,-,nanog,dmd,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QC58,792333,-,nanog,dmd,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QBV9,792333,-,nanog,si:dkey-26i13.7,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q1RLU1,792333,678547,nanog,brat1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1RA36,792333,-,nanog,eif3bb,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QX66,792333,-,nanog,eif3bb,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QCC2,792333,-,nanog,ttyh3b,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A3KNJ5,792333,402802,nanog,pla2g12a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1R471,792333,-,nanog,pla2g12a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,R4GEC3,792333,-,nanog,si:dkey-58j15.10,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1R092,792333,-,nanog,xpa,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0R4IVV0,792333,406207,nanog,mttp,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1R1P6,792333,-,nanog,nansa,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QHM9,792333,-,nanog,E9QHM9_DANRE,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QG42,792333,-,nanog,E9QG42_DANRE,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1Q6V3,792333,393870,nanog,F1Q6V3_DANRE,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q6NYV7,792333,259186,nanog,pcdh10a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0R4IBH8,792333,-,nanog,pcdh10a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0R4IQH6,792333,-,nanog,pcdh10a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8QI99,792333,259186,nanog,pcdh10a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0R4IWN7,792333,-,nanog,pcdh10a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QR62,792333,-,nanog,crmp1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E7EZA6,792333,553528,nanog,LOC553528,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8Q2S1,792333,553528,nanog,LOC553528,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A4FTT3,792333,386772,nanog,rbpja,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E7FC44,792333,-,nanog,si:dkey-194g4.1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8QI97,792333,-,nanog,si:dkey-194g4.1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E7FBY0,792333,567965,nanog,dlc1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q503W5,792333,553582,nanog,tusc3,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1RET6,792333,-,nanog,tusc3,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A2BGT8,792333,406172,nanog,fat1a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QCG2,792333,-,nanog,fat1a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8JK21,792333,-,nanog,casp3a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8JK20,792333,-,nanog,casp3a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QIX2,792333,-,nanog,casp3a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QDH1,792333,-,nanog,casp3a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8JK23,792333,-,nanog,acsl1a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8JK22,792333,555308,nanog,acsl1a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8JIF8,792333,-,nanog,si:dkey-256e7.5,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QBR0,792333,-,nanog,si:dkey-256e7.5,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q6NX10,792333,327067,nanog,slc25a4,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8JIL3,792333,-,nanog,tlr3,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QDZ7,792333,-,nanog,mtnr1aa,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8JI40,792333,-,nanog,mtnr1aa,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A2BG67,792333,117603,nanog,klf3,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q6NYE3,792333,405822,nanog,pgm2,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8JJ35,792333,-,nanog,tmsb5,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8RRZ0,792333,-,nanog,rnf38,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E7FDX7,792333,566820,nanog,rnf38,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8Q6V1,792333,-,nanog,rnf38,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QJM6,792333,-,nanog,exosc9,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q5XJQ5,792333,450057,nanog,exosc9,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QTI4,792333,562170,nanog,ptpn9b,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8A5L1,792333,563777,nanog,ecpas,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q501W9,792333,553733,nanog,polr1e,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8A4W0,792333,-,nanog,tmem192,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,P0DMC2,792333,100536023,nanog,apela,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8A4V8,792333,553647,nanog,tma16,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,B8A4V9,792333,797213,nanog,si:ch211-42i9.8,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q6NZ22,792333,404603,nanog,mettl14,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QM24,792333,-,nanog,prss12,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QC16,792333,-,nanog,prss12,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E7F825,792333,100317129,nanog,ndst3,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8RVF1,792333,-,nanog,ndst3,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QBL3,792333,-,nanog,si:ch211-142c4.1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E7FDZ0,792333,-,nanog,ugt8,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,O57460,792333,474335,nanog,tll1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q6NSM5,792333,407979,nanog,cpe,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QFS0,792333,-,nanog,msmo1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QC48,792333,567966,nanog,klhl2,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QI83,792333,-,nanog,si:dkey-253i9.4,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QJ00,792333,-,nanog,si:dkey-253i9.4,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QPF1,792333,-,nanog,si:dkey-253i9.4,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8Q4T5,792333,-,nanog,si:dkey-253i9.4,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1Q681,792333,793668,nanog,npy1r,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QJA7,792333,-,nanog,med28,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1Q682,792333,-,nanog,med28,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QIS1,792333,-,nanog,si:ch211-134c9.2,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QGF8,792333,60636,nanog,pax5,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1Q6J2,792333,-,nanog,pax5,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QPD2,792333,-,nanog,kdm4c,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E7FG97,792333,-,nanog,si:ch73-380n15.2,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A286YAV4,792333,-,nanog,si:ch73-380n15.2,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QKS3,792333,-,nanog,chrnb3a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QR92,792333,-,nanog,chrna6,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8Q8W0,792333,-,nanog,chrna6,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1RCM2,792333,-,nanog,prom1b,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QSA6,792333,-,nanog,prom1b,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1RD29,792333,-,nanog,prom1b,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0R4IQK4,792333,-,nanog,prom1b,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1Q4W2,792333,-,nanog,prom1b,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,O73714,792333,30578,nanog,ldb2b,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A2BIE9,792333,-,nanog,qdprb1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0R4I9B1,792333,393528,nanog,lias,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q6DRM3,792333,336702,nanog,rpl9,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q5BKV9,792333,336702,nanog,rpl9,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1Q5P6,792333,100037336,nanog,rpl9,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QDP5,792333,-,nanog,rpl9,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QPQ8,792333,-,nanog,n4bp2,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8QKC2,792333,-,nanog,n4bp2,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QDE7,792333,393967,nanog,pds5a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A0R4IU07,792333,-,nanog,pds5a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QD11,792333,-,nanog,pds5a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1RC71,792333,-,nanog,pds5a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QGL6,792333,-,nanog,si:dkeyp-26a9.2,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E9QI40,792333,557812,nanog,fam184b,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QJQ9,792333,-,nanog,ncapg,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A2R8PZ20,792333,-,nanog,ncapg,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QJY8,792333,492707,nanog,ncapg,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q8UUZ1,792333,117234,nanog,mab21l2,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1REV6,792333,-,nanog,fam160a1a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,A0A286YBG1,792333,100000787,nanog,fam160a1a,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,Q7T009,792333,393744,nanog,dctpp1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E7F7H0,792333,-,nanog,map9,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,F1QNR4,792333,100150304,nanog,gucy1b1,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
A5JNG8,E7F6Q1,792333,559531,nanog,mxd4,chromatin immunoprecipitation assay,27924024,Danio rerio,GTRD
