Protein name	Uniprot ID	NCBI Gene ID	Function
Sall1	Q9ER74	-	transcription factor and target gene
Pcdh1	Q8CFX3	75599	target gene
Slc35d2	Q3KNM7	-	target gene
Selenot	P62342	69227	target gene
Abcc9	P70170	20928	target gene
Mug2	P28666	17837	target gene
Lgals12	Q91VD1	56072	target gene
Il17ra	Q60943	16172	target gene
Dio1	D3YVM7	-	target gene
Mob3b	Q8VE04	214944	target gene
Mlf2	Q99KX1	30853	target gene
Fbxo15	A0A286YCR3	-	target gene
Mmp27	D3Z6I1	234911	target gene
Rasa3	Q60790	19414	target gene
Antxr2	Q6DFX2	71914	target gene
Sun1	Q9D666	77053	target gene
Snx21	Q3UR97	101113	target gene
Celf5	D3Z588	319586	target gene
Fam227a	A0A2R8VHN9	75729	target gene
Znf428	Q8C1M2	232969	target gene
Ndufa12	Q7TMF3	66414	target gene
Chrdl1	Q920C1	83453	target gene
Med9	Q8VCS6	192191	target gene
Srsf11	E9Q6E5	69207	target gene
Mpdz	Q8VBX6	17475	target gene
Gbp4	A4UUI4	-	target gene
Sfmbt1	Q9JMD1	54650	target gene
Apol7a	H3BKF5	-	target gene
Proser1	Q5PRE5	212127	target gene
Ackr1	A0A0A6YWZ3	-	target gene
Wee1	P47810	22390	target gene
Ubb	P0CG49	22187	target gene
Zfp758	E9QAA1	224598	target gene
Parpbp	E9QA71	-	target gene
Zfp995	E9Q6M3	70081	target gene
Mcl1	P97287	17210	target gene
Gpr6	Q6YNI2	140741	target gene
Mrpl52	Q9D0Y8	68836	target gene
Mpp4	Q6P7F1	227157	target gene
Anxa6	P14824	11749	target gene
Ugt2a3	Q8BWQ1	72094	target gene
Cflar	O35732	12633	target gene
Prrc2a	Q7TSC1	53761	target gene
Endou	Q3V188	19011	target gene
Dgat1	Q9Z2A7	13350	target gene
Casp7	P97864	12369	target gene
Dntt	P09838	21673	target gene
Olah	Q8R197	99035	target gene
Tasp1	Q8R1G1	75812	target gene
Pcmtd1	P59913	319263	target gene
Acat1	Q8QZT1	110446	target gene
Thg1l	Q9CY52	66628	target gene
Gpn3	Q9D3W4	68080	target gene
Pou3f4	P62515	18994	transcription factor and target gene
Ctla4	Q6GTR6	12477	target gene
Muc2	F6QGV1	-	target gene
Aldh3b1	Q80VQ0	67689	target gene
Gsdmdc1	Q9D8T2	69146	target gene
Slc4a7	A0A286YDR1	-	target gene
Bcl2l12	A0A140LIT0	-	target gene
Sell	P18337	20343	target gene
Map4k4	A0A0A6YWM8	26921	target gene
Gcnt3	Q5JCT0	72077	target gene
Tnpo3	Q6P2B1	320938	target gene
Znf574	Q8BY46	232976	target gene
Aimp1	A0A0G2JDW6	-	target gene
Capn13	Q3UW68	381122	target gene
Lratd1	A0A1Y7VLT9	-	target gene
Ipmk	Q7TT16	69718	target gene
Eif4g2	F7CHS2	-	target gene
Lancl3	Q8CD19	236285	target gene
Mpo	P11247	17523	target gene
Shroom1	Q5SX79	71774	target gene
Pabpc4l	A0A0A6YX62	-	target gene
Mrpl40	Q9Z2Q5	18100	target gene
Klrb1a	G5E882	17057	target gene
Vmn2r73	D3Z7M3	620928	target gene
Acy1	A0A1L1SRW7	-	target gene
Aqp8	P56404	11833	target gene
Gm572	B1ARY8	230909	target gene
Cwc27	Q3TKY6	67285	target gene
Kap	P61110	16483	target gene
Inka2	Q80VY2	109050	target gene
Pabpc4	A3KFU8	230721	target gene
Naa30	Q8CES0	70646	target gene
Lgi4	Q8K1S1	243914	target gene
Fam181b	A0A140LHM6	-	target gene
Cuedc2	Q9CXX9	67116	target gene
Gm4922	Q8C0N0	237300	target gene
Plk5	Q4FZD7	216166	target gene
Tmem62	Q8BXJ9	96957	target gene
Pak2	Q8CIN4	224105	target gene
Pla2g12b	Q8VC81	69836	target gene
Mageb18	Q8BQR7	215641	target gene
Rab30	Q923S9	75985	target gene
Rad9a	Q9Z0F6	19367	target gene
Fam114a2	Q8VE88	67726	target gene
Ptbp1	E9QMW9	-	target gene
Patz1	Q5NBY9	-	target gene
Trim33	A0A0G2JGY5	-	target gene
Peli3	D3Z6V8	240518	target gene
P2rx5	B1AUD6	-	target gene
Fev	Q8QZW2	260298	target gene
Ddx1	Q91VR5	104721	target gene
Defb4	P82019	56519	target gene
2310002L09Rik	Q14C20	71886	target gene
Vwf	Q8CIZ8	22371	target gene
Ces1c	P23953	13884	target gene
Vmn1r80	L7N1Z3	171238	target gene
Ulk4	Q3V129	209012	target gene
Tpte	A0A1B0GS38	-	target gene
Kif12	Q9D2Z8	16552	target gene
4930438A08Rik	Q5SPH3	73988	target gene
Dok2	O70469	13449	target gene
Casp6	O08738	12368	target gene
Lrrc49	E9Q8C9	102747	target gene
Smr2	O09133	-	target gene
Insl3	O09107	-	target gene
Rspo1	B1ASC1	192199	target gene
Dpysl3	Q62188	22240	target gene
Sema3b	M0QWQ7	-	target gene
Slc12a8	Q8VI23	171286	target gene
Stk10	O55098	20868	target gene
Cpne7	Q0VE82	102278	target gene
Lin9	Q8C735	-	target gene
Hadhb	Q99JY0	231086	target gene
Ces2c	Q91WG0	234671	target gene
Pde7a	P70453	18583	target gene
Zfp236	S4R1R9	-	target gene
Nadsyn1	Q711T7	78914	target gene
Lrrc6	O88978	54562	target gene
Fam171a1	A2ATK8	-	target gene
Chi3l1	Q61362	12654	target gene
Smg5	Q6ZPY2	229512	target gene
Pglyrp2	Q8VCS0	57757	target gene
Znf207	Q9JMD0	22680	target gene
Zfp961	A0A1D5RLI9	-	target gene
Xpc	P51612	22591	transcription factor and target gene
Mal	O09198	17153	target gene
Otx2	Q8R0B5	18424	target gene
Spin1	Q61142	20729	target gene
Gars	Q9CZD3	353172	target gene
Comtd1	Q8BIG7	69156	target gene
Plekhd1	B2RPU2	217682	target gene
Lrfn1	Q2WF71	80749	target gene
Dcps	Q9DAR7	69305	target gene
Disp3	E9QL24	242748	target gene
Unc5b	Q8K1S3	107449	target gene
Tmem203	Q8R235	227615	target gene
Il17d	A0A0B4J1G4	239114	target gene
Pold3	A0A140LHJ0	-	target gene
Elk3	P41971	13713	transcription factor and target gene
Nlrp9a	E9QKM4	233001	target gene
Clcn1	Q64347	12723	target gene
Rad54b	Q6PFE3	623474	target gene
Cd55b	E9QAP4	13137	target gene
Tgfa	P48030	21802	target gene
Pam16	Q9CQV1	66449	target gene
Pcsk4	P29121	18551	target gene
Ear1	P97426	13586	target gene
Dnah7b	A0A087WPC9	-	target gene
Rab34	B1AQD3	-	target gene
Rdh1	Q8CGV4	107605	target gene
Foxn3	Q499D0	71375	target gene
Nrsn1	P97799	22360	target gene
Ccdc30	Q8BVF4	73332	target gene
Znf629	Q6A085	320683	target gene
Map3k3	Q61084	26406	target gene
Oaz3	Q9R109	53814	target gene
Zdhhc9	P59268	208884	target gene
Gm49359	Q14DI0	71508	target gene
Nova1	Q9JKN6	664883	target gene
4933402N22Rik	A3KN63	545732	target gene
Gpatch4	Q3TFK5	66614	target gene
Abhd8	Q8R0P8	64296	target gene
Thsd7a	E9QNR5	330267	target gene
Noc4l	Q8BHY2	100608	target gene
Gne	Q91WG8	50798	target gene
1700016D06Rik	Q9DAA5	76413	target gene
Atp8b4	F2Z411	-	target gene
Trim3	Q9R1R2	55992	target gene
Sik2	H3BJC9	-	target gene
Cr2	A0A1B0GS59	12902	target gene
Grifin	Q9D1U0	77998	target gene
Gab3	Q8BSM5	210710	target gene
Klk7	Q91VE3	23993	target gene
Prkar2a	A0A0A6YY28	-	target gene
Ndufaf4	Q9D1H6	68493	target gene
CT194_MOUSE	Q7TT23	228602	target gene
Cd22	A0A087WR96	-	target gene
Cbx3	D3Z313	-	target gene
Ddhd1	F8WIJ5	114874	target gene
Nup188	Q6ZQH8	227699	target gene
Izumo1r	Q9EQF4	64931	target gene
Slc6a11	P31650	243616	target gene
Odf3l1	Q810P2	382075	target gene
Lrp1b	A0A0N4SVX0	-	target gene
Col3a1	P08121	12825	target gene
Aak1	Q3UHJ0	269774	target gene
Arhgef6	F6WMJ3	73341	target gene
Hoxd11	A2ASM7	15431	target gene
Supt4h1a	P63271	20922	target gene
Irf7	P70434	54123	transcription factor and target gene
R3hdm1	A0A087WPF0	-	target gene
Igbp1	Q61249	18518	target gene
Prss55	E9QA75	-	target gene
Mllt10	O54826	17354	target gene
Sbf2	E9Q0D4	-	target gene
Ncam2	O35136	17968	target gene
Ednrb	P48302	13618	target gene
Kif13a	A0A286YEC5	-	target gene
Trem1	Q9JKE2	58217	target gene
Tada2b	D3YW26	-	target gene
Gm15217	A0A2I3BQT9	-	target gene
Tamm41	G5E881	68971	target gene
Pfkfb3	Q3U3S6	170768	target gene
Fgf11	P70378	14166	target gene
Mks1	Q5SW45	380718	target gene
Cd200	Q80VX2	17470	target gene
Dcaf13	Q6PAC3	223499	target gene
Gm3149	J3QJX5	-	target gene
Zfp369	D3Z1J4	-	target gene
Ccdc91	Q9D8L5	67015	target gene
Pigu	Q8K358	-	target gene
Foxc2	Q61850	14234	transcription factor and target gene
Olfr434	Q8VF17	258366	target gene
Morc2a	Q69ZX6	74522	target gene
Aup1	A0A0N4SW79	-	target gene
Fxn	O35943	14297	target gene
Vmn2r42	O35192	22310	target gene
Naa15	A0A0A6YXF4	-	target gene
Atp9b	A0A286YCT2	-	target gene
Baz2b	F6R4Y5	-	target gene
Psmb6	Q60692	19175	target gene
Errfi1	Q99JZ7	74155	target gene
Foxq1	O70220	15220	transcription factor and target gene
Eif2ak2	Q03963	19106	transcription factor and target gene
-	A0A0R4J1G5	-	target gene
Vmn2r6	L7N478	667069	target gene
Itsn2	A0A1W2P7G8	-	target gene
Isx	A1A546	71597	target gene
Tcp10a	L7N265	-	target gene
Hnrnpab	Q99020	15384	target gene
Tardbp	Q921F2	230908	transcription factor and target gene
Srrm1	F6UK16	-	target gene
Kcnma1	A0A286YDM6	16531	target gene
Fbxw28	A0A0G2JFY8	-	target gene
Raph1	F2Z3X7	-	target gene
Foxj1	Q61660	15223	transcription factor and target gene
Nab1	Q61122	17936	transcription factor and target gene
Ptov1	Q91VU8	84113	target gene
Hmg20a	Q9DC33	66867	target gene
Scfd1	Q8BRF7	76983	target gene
Col4a1	P02463	12826	target gene
Nop2	A0A0N4SW16	-	target gene
Palmd	D3Z486	-	target gene
Etfa	Q99LC5	110842	target gene
Rxfp4	Q7TQP4	242093	target gene
Rps6ka6	A2CEE5	-	target gene
CK054_MOUSE	Q91V76	70984	target gene
Mrpl48	A0A140LHT6	52443	target gene
Ctsq	Q91ZF4	104002	target gene
Akap8l	Q5RL57	54194	target gene
Kcnv2	Q8CFS6	240595	target gene
Taf15	Q8BQ46	70439	target gene
Otud3	B1AZ99	73162	target gene
Raph1	G5E867	77300	target gene
Cmas	A0A0N4SW65	-	target gene
Rmdn1	Q9DCV4	66302	target gene
Dynlt1	P51807	100040531,100040563,100310872,21648	target gene
Ttc3	D3Z2K0	-	target gene
Slc37a3	A0A0J9YUL8	-	target gene
Zfp54	E9Q520	-	target gene
Ints14	Q8R3P6	69882	target gene
Stard5	Q9EPQ7	170460	target gene
Cyp1a2	P00186	13077	target gene
Setd7	Q8VHL1	73251	target gene
Ccdc163	I6L983	-	target gene
Ubxn6	Q99PL6	66530	target gene
F13b	Q07968	14060	target gene
Foxi3	D3Z120	232077	target gene
Cd34	Q64314	12490	target gene
Dock9	A0A1D5RLE0	105445	target gene
Olfr1424	Q8VFV1	258676	target gene
Fgfr2	D3Z5M8	-	target gene
Eif2b4	Q61749	13667	target gene
Fam161a	A0A1B0GXD7	-	target gene
4930523C07Rik	E9Q2T4	67647	target gene
Tfdp2	A0A087WRW3	-	target gene
Ttc3	D3Z330	-	target gene
Rai14	Q9EP71	75646	target gene
Pdgfrb	E9QN12	-	target gene
Ifitm10	Q8BR26	320802	target gene
Rpgrip1l	Q8CG73	244585	target gene
Lypd10	A0A0U1RNR5	-	target gene
Osgin1	D3YWF1	-	target gene
Rwdd4	Q9CPR1	192174	target gene
Tipin	Q91WA1	66131	target gene
Fam241b	Q9D882	69894	target gene
Ifi214	E9QL87	-	target gene
Tlr1	Q9EPQ1	21897	target gene
S100a10	P08207	20194	target gene
C530008M17Rik	E9Q5L4	320827	target gene
Ttc3	A0A0R4J1T2	-	target gene
Tal2	Q62282	21350	target gene
Tcaim	D6RHM0	-	target gene
Ctsk	P55097	13038	target gene
Gm2a	Q60648	14667	target gene
Ca8	P28651	12319	target gene
Clec16a	Q80U30	74374	target gene
Sh3bgr	Q9WUZ7	50795	target gene
C130026I21Rik	E0CXN9	-	target gene
Lrp4	Q8VI56	228357	target gene
Celf1	P28659	13046	target gene
Tmpo	Q61029	21917	target gene
Wdr63	B2RY71	242253	target gene
Dnajc13	A0A087WS25	-	target gene
Hoxb6	P09023	15414	target gene
Fbxw16	Q497Z0	320083	target gene
Pom121	Q8K3Z9	107939	target gene
CA174_MOUSE	Q80WR5	97159	target gene
Ogdhl	B2RXT3	239017	target gene
Adam8	Q05910	11501	target gene
Oxtr	P97926	18430	target gene
Asb15	Q8VHS6	78910	target gene
Adamts9	E9PYV8	101401	target gene
Krtap16-1	A2A5X5	100504183	target gene
Mpz	P27573	17528	target gene
Ttc34	Q8C0Q3	242800	target gene
Xrcc2	Q9CX47	57434	target gene
-	B1AVD7	-	target gene
Tprg1	Q8CB49	71338	target gene
Nell2	Q61220	54003	target gene
Gm9887	F6RFI0	-	target gene
Tnfrsf14	A0A1W2P889	-	target gene
Gpx5	P21765	14780	target gene
Fbxo15	A0A286YDM4	-	target gene
Pde7b	Q9QXQ1	29863	target gene
Slc8b1	Q925Q3	170756	target gene
Rsu1	E0CXG5	-	target gene
Gm11437	Q5QR91	628813	target gene
Maml2	E9Q7L5	270118	target gene
Zkscan8	Q8BSL0	93681	target gene
Slc26a5	Q99NH7	80979	target gene
Ddc	O88533	13195	target gene
Acpp	Q8CE08	56318	target gene
Hsh2d	Q6VYH9	209488	target gene
Git1	Q68FF6	216963	target gene
Igfbp7	E9Q5D9	29817	target gene
Pigx	Q99LV7	72084	target gene
Olfr183	E9QKE8	258478	target gene
D930020B18Rik	D3YXS3	-	target gene
Rpgr	Q8CDM3	19893	target gene
Kcnj16	Q9Z307	16517	target gene
Lalba	P29752	16770	target gene
Cbx1	Q7TPM0	-	transcription factor
CA210_MOUSE	Q9CQM1	66451	target gene
Ttc41	A0A1W2P7R8	-	target gene
Ccdc136	E6Y2W6	232664	target gene
Ermard	A0A2I3BPX2	-	target gene
Bcor	Q8CGN4	71458	target gene
Col15a1	O35206	12819	target gene
Syt2	A0A0R4J2C2	20980	target gene
Uhrf2	Q7TMI3	109113	target gene
Spink6	Q8BT20	433180	target gene
5430403G16Rik	D3Z5L4	-	target gene
Psen2	A0A0R4J1F2	19165	target gene
Srek1	Q8BZX4	218543	target gene
Mark2	E9PYX3	-	target gene
Slc24a2	Q14BI1	76376	target gene
Dop1a	A0A087WP61	-	target gene
Bak1	O08734	12018	target gene
Olfr1062	Q7TR71	259082	target gene
Tln2	A0A1L1SRI1	-	target gene
Scnn1a	Q61180	20276	target gene
Cd276	Q8VE98	102657	target gene
Adra2c	Q01337	11553	target gene
Abcc10	Q8R4P9	224814	target gene
Cyb561	Q60720	13056	target gene
Rps6ka6	B2GVN8	-	target gene
Xpr1	Q9Z0U0	19775	target gene
Chst3	O88199	53374	target gene
Adamts1	P97857	11504	target gene
Wdr17	Q8C8Y2	244484	target gene
Kctd4	Q9D7X1	67516	target gene
Znf365	Q8BG89	216049	target gene
Klf2	Q60843	16598	transcription factor and target gene
Th	P24529	21823	target gene
Crbn	Q8C7D2	58799	target gene
Gm9978	Q8C4R4	-	target gene
Metap1	Q8BP48	75624	target gene
Bahcc1	Q3UHR0	268515	target gene
Slc9c1	Q6UJY2	208169	target gene
Gm11992	Q5SS90	626870	target gene
Ptpn3	A2ALK8	545622	target gene
Agpat1	G3UYV9	-	target gene
Sp7	Q8VI67	170574	transcription factor and target gene
Atpaf1	H3BLD0	-	target gene
Sec16a	E9QAT4	227648	target gene
Trpc1	B7ZMP6	22063	target gene
Commd7	Q8BG94	99311	target gene
Gm5431	A6PWD6	432555	target gene
Ankrd39	Q9D2X0	109346	target gene
Heca	Q3UYD2	-	target gene
Kdm2a	H3BLD4	-	target gene
Zfp174	B9EJW5	385674	target gene
Zfp36	P22893	22695	transcription factor and target gene
Akip1	Q9JJR5	57373	target gene
Trbv16	A0A0B4J1H3	-	target gene
Abcg2	Q7TMS5	26357	target gene
Cenpf	F6V6F0	-	target gene
Oas1e	A0A0J9YV17	-	target gene
Bicral	Q8CHH5	210982	target gene
Dbf4	Q9QZ41	27214	target gene
Lrrc40	A0A0G2JGC9	-	target gene
Macf1	A0A0A0MQA6	11426	target gene
CN093_MOUSE	Q8K2W9	74359	target gene
Rab6a	P35279	19346	target gene
Gm12258	Q5NC63	108167848	target gene
Cyp4a12b	A2A974	13118	target gene
Calm2	P0DP27	12313,12314,12315	target gene
Sgk1	Q9WVC6	20393	target gene
Zwilch	H3BIZ1	-	target gene
Mecp2	Q9Z2D6	17257	transcription factor and target gene
Gm15292	L7N231	100041787	target gene
Lama4	P97927	16775	target gene
Selenof	A0A0G2JEF3	-	target gene
Larp1	Q6ZQ58	73158	target gene
Tubb5	P99024	22154	target gene
Prom1	G5E8G5	19126	target gene
Plagl1	A0A0A6YWE3	-	target gene
Prom1	A0A0G2JE50	19126	target gene
Parp4	E9PYK3	328417	target gene
Gpr142	Q7TQN9	217302	target gene
Mthfd1	Q922D8	108156	target gene
St6galnac5	Q6GTI0	26938	target gene
Gm12185	Q5NCB2	620913	target gene
Cryz	P47199	12972	target gene
Lgals1	P16045	16852	target gene
Ago2	Q8CJG0	239528	target gene
Mif4gd	Q3UBZ5	69674	target gene
Vwa3b	J9JI28	-	target gene
Pafah1b1	P63005	18472	target gene
Pign	A0A087WNT9	-	target gene
Zfp990	B1AVN4	-	target gene
Sectm1a	A2ABP9	209588	target gene
Rimbp2	Q80U40	231760	target gene
Ganab	Q8BHN3	14376	target gene
Trps1	Q925H1	-	transcription factor
Strn	O55106	268980	target gene
Mrgpra9	L7N225	-	target gene
Gm20878	L7N244	-	target gene
Dnase1	P49183	13419	target gene
Calcr	Q60755	12311	target gene
Mta2	Q9R190	23942	transcription factor and target gene
Bfsp2	Q6NVD9	107993	target gene
H6pd	Q8CFX1	100198	target gene
Spice1	Q8C804	212514	target gene
Nrbf2	Q8VCQ3	641340	target gene
Acy1	A0A087WPV3	-	target gene
C530008M17Rik	D3YTS2	-	target gene
Zxdc	Q8C8V1	80292	target gene
Kcnc2	Q14B80	268345	target gene
Gtf2f1	Q3THK3	98053	target gene
Cyp2c66	D6RJ25	-	target gene
Arsg	Q3TYD4	74008	target gene
Tsen2	Q6P7W5	381802	target gene
C9	H3BL17	-	target gene
Ppp1r14b	Q62084	18938	target gene
Spg7	Q3ULF4	234847	target gene
FAM120A	Q6A0A9	218236	target gene
Ccdc162	Q0VG85	75973	target gene
Csf2rb2	P26954	12984	target gene
Prpf40b	A0A0R4J1S2	54614	target gene
Klhl7	Q8BUL5	52323	target gene
Mlf1	Q9QWV4	17349	target gene
Hcfc1	Q61191	15161	transcription factor and target gene
Synj2	Q9D2G5	20975	target gene
Gclm	O09172	14630	target gene
Tead1	Q6PAQ8	21676	target gene
Gm4861	Q8C5A4	229862	target gene
Vav3	Q9R0C8	57257	target gene
Ccdc33	Q3ULW6	382077	target gene
Rnf139	A0A0R4J0K8	75841	target gene
Thsd7b	Q6P4U0	210417	target gene
Kcnd3	Q9Z0V1	56543	target gene
Gm4841	E9QAA8	225594	target gene
Pmm2	Q9Z2M7	54128	target gene
Pnrc1	Q3TWH3	108767	target gene
Stx12	Q9ER00	100226	target gene
Wfikkn2	Q7TQN3	278507	target gene
Gimap8	Q75N62	243374	target gene
Zfp949	E0CY31	-	target gene
Slc1a2	P43006	20511	target gene
Myo7a	P97479	17921	target gene
Reep5	Q60870	-	target gene
Svbp	Q99LQ4	69216	target gene
Glipr2	Q9CYL5	384009	target gene
Fam184a	A0A1W2P6K1	-	target gene
Uhrf1	Q8VDF2	18140	target gene
Dnajc22	Q8CHS2	72778	target gene
4930555F03Rik	Q9D4V1	-	target gene
Mettl9	Q9EPL4	59052	target gene
CB068_MOUSE	Q149G0	68364	target gene
Chat	A0A2I3BPD4	-	target gene
Zfp454	Q5NCH5	-	target gene
Cpsf3	Q9QXK7	54451	target gene
Nufip1	Q9QXX8	27275	target gene
Ppp2r3a	B2RXC8	235542	target gene
Thumpd2	Q9CZB3	72167	target gene
Mettl25	A0A0R4J0G2	216292	target gene
Sfmbt2	Q8BG70	353282	target gene
Nedd4l	G3X9H8	83814	target gene
Stxbp5	Q8K400	78808	target gene
Olfr1301	Q8VGE7	258889	target gene
Rab21	P35282	216344	target gene
Stoml1	A0A1L1STK3	-	target gene
Gstt1	Q64471	14871	target gene
Lrrc66	Q8K0B3	231296	target gene
Tmem154	Q8C4Q9	320782	target gene
Cpne8	Q9DC53	66871	target gene
Cd160	O88875	54215	target gene
Ttc7a	Q8BGB2	225049	target gene
Olfr1269	Q8VEZ2	258339	target gene
Aup1	Q3U3K9	11993	target gene
Sgpl1	Q8R0X7	20397	target gene
Arg1	Q61176	11846	target gene
9530003J23Rik	Q8BM26	77397	target gene
Ldlrad4	Q8BWJ4	52662	target gene
Tnfsf8	P32972	21949	target gene
Gadd45a	P48316	13197	target gene
Cebpz	A0A0R4J046	12607	target gene
Eml4	A0A0R4J0H0	78798	target gene
Yaf2	Q99LW6	67057	target gene
Cbln2	Q8BGU2	12405	target gene
Ccdc180	F7BHM1	-	target gene
Gm20604	F8WIA3	100859931	target gene
Hcst	Q9QUJ0	23900	target gene
Tpsab1	Q02844	100503895	target gene
Kidins220	E9Q9B7	77480	target gene
Ctsc	P97821	13032	target gene
Igf2bp2	Q5SF07	319765	target gene
Lrp3	E9Q711	435965	target gene
Spats1	A2RRY8	71020	target gene
Tmco5b	Q80X59	75275	target gene
Senp6	Q6P7W0	215351	target gene
Cutc	Q9D8X1	66388	target gene
Vstm2b	Q9JME9	58188	target gene
Tmem140	Q8BGY5	68487	target gene
Kcnn1	Z4YL28	-	target gene
Det1	Q9D0A0	76375	target gene
Cngb1	A0A1D5RLH2	-	target gene
Sgsm2	Q80U12	97761	target gene
Ccdc191	A9C444	-	target gene
Virma	A2AIV2	66185	target gene
Prdx4	O08807	53381	target gene
Pcdh10	E9PX28	18526	target gene
Slc6a18	O88576	22598	target gene
Olfr796	Q8VGJ1	258933	target gene
Tacr1	P30548	21336	target gene
Gprc5c	B7FAU0	-	target gene
Uchl3	Q9JKB1	50933	target gene
Olfr325	Q5NCD2	258261	target gene
Rxrb	P28704	20182	transcription factor
Helz2	E9QAM5	229003	target gene
Arap2	E9QP44	212285	target gene
Olfr74	A2BHP6	117005	target gene
1700024B05Rik	E9Q6D7	-	target gene
4933402E13Rik	Q9D4D2	74437	target gene
Sprr2a3	Q4KL71	100042514,100303744,20755	target gene
Nrarp	Q91ZA8	67122	target gene
Spink4	O35679	20731	target gene
B3gntl1	Q3U129	210004	target gene
Cox6a1	P43024	12861	target gene
Rapgef6	F7ACB1	-	target gene
Klhl38	Q8BSF5	268807	target gene
Stxbp6	D6RJ81	-	target gene
4930430A15Rik	A2AJ40	-	target gene
Rs1	Q9Z1L4	20147	target gene
Gm17571	F6T7Q8	-	target gene
Pnck	Q9QYK9	93843	target gene
Slc2a5	Q9WV38	56485	target gene
Ccdc14	Q8K2J4	239839	target gene
Ccdc34	Q3UI66	68201	target gene
Mtss1	G3X9H7	211401	target gene
Esco1	Q69Z69	77805	target gene
Gm10436	A0A1Y7VP07	-	target gene
Smarca2	H3BKD2	-	target gene
Zfp873	A0A1B0GT64	408062	target gene
Tbx20	Q9ES03	57246	transcription factor and target gene
Cks1b	P61025	54124	target gene
Mbd5	B1AYB6	109241	target gene
Cyp2a5	E9Q5D4	-	target gene
Cdc5l	Q6A068	71702	target gene
Ist1	Q9CX00	71955	target gene
Serinc2	Q8K0E7	230779	target gene
Hsd3b2	P26149	15493	target gene
Drc1	Q3USS3	381738	target gene
Btn1a1	Q62556	12231	target gene
Rbp1	Q00915	19659	target gene
Zfp248	Q640N4	72720	target gene
Herpud2	Q9JJC9	80517	target gene
Fyb1	O35601	23880	target gene
Rabgap1	A2AWA9	227800	target gene
Gtpbp6	D3YW02	-	target gene
Oprm1	P42866	18390	target gene
Prss40	A6H6T1	21756	target gene
Morn1	B1AUE7	-	target gene
Lpar6	Q8BMC0	67168	target gene
Nbea	Q9EPN1	26422	target gene
Eef1akmt4-Ece2	P0DPD9	110599584	target gene
Ahr	Q3U5D9	11622	target gene
Zfp691	A2A7P4	195522	target gene
Olfr656	Q8VGX9	259078	target gene
Ovol1	Q9WTJ2	18426	transcription factor and target gene
Josd2	Q9CR30	66124	target gene
Epb42	P49222	13828	target gene
Wdr46	Q9Z0H1	57315	target gene
Cutal	A0A0J9YUN0	77996	target gene
Cr2	Q9DC83	12902	target gene
Bmp10	Q9R229	12154	target gene
Antxr1	Q9CZ52	69538	target gene
Cryab	P23927	12955	target gene
Pip5k1a	P70182	18720	target gene
Ercc6l2	Q9JIM3	76251	target gene
Gpat3	Q8C0N2	231510	target gene
Tmem201	A2A8U2	230917	target gene
Cma2	Q91VB1	545055	target gene
Atg4b	A0A087WRT0	-	target gene
Pkib	H3BLG2	-	target gene
Tfdp2	E9PWL5	211586	target gene
-	B2RQA5	-	target gene
Lrrc7	A0A0G2JFZ5	-	target gene
Bpifb3	Q80ZU7	378700	target gene
Scly	D3Z7G6	-	target gene
Atp5me	Q06185	11958	target gene
Nt5dc1	Q8C5P5	319638	target gene
Pum3	A0A0N4SUH4	52874	target gene
H2-Bl	V9GXI3	-	target gene
Icmt	Q6PGA6	-	target gene
Nlrp2	A0A140LHK4	-	target gene
Calr4	A2A8Z3	108802	target gene
Olfr198	Q7TS40	258036	target gene
Rmnd5a	Q80YQ8	68477	target gene
Cacna1i	E9Q7P2	239556	target gene
Trak2	Q6P9N8	70827	target gene
Sgce	O70258	20392	target gene
Grb7	Q03160	14786	target gene
Rpl21	Q9CQM8	19933	target gene
Nup98	A0A1B0GS62	-	target gene
H2-T23	P06339	15040	target gene
S1pr3	Q9Z0U9	13610	target gene
Pgm2	Q7TSV4	66681	target gene
Ccdc190	Q3URK1	78465	target gene
Pappa2	F6TFC9	-	target gene
Cdc27	A2A6Q5	217232	target gene
Atoh1	P48985	11921	transcription factor and target gene
Gramd4	Q8CB44	223752	target gene
CA216_MOUSE	Q8BP99	230757	target gene
Otog	A0A1B0GSE0	-	target gene
Kcnma1	F6WSZ3	-	target gene
Dmgdh	Q9DBT9	74129	target gene
U90926	A0A0J9YUP7	-	target gene
Galnt12	Q8BGT9	230145	target gene
Gm10283	Q8C3L5	-	target gene
Brip1	Q5SXJ3	237911	target gene
Nox4	Q9JHI8	50490	target gene
Il22ra1	Q80XZ4	230828	target gene
Swap70	Q6A028	20947	target gene
Coq8b	A0A0R4J1X1	-	target gene
Rdh19	G5E8H9	216453	target gene
Scn8a	A0A0J9YUK3	-	target gene
Ube2l6	Q9QZU9	56791	target gene
Csnk2a1	Q60737	12995	target gene
Dupd1	Q8BK84	435391	target gene
2210011C24Rik	A0A087WQC3	-	target gene
Ttc3	F6ZS17	-	target gene
Arhgap21	A0A0A0MQE8	-	target gene
Zfp169	G5E912	67911	target gene
Cyp2c40	E0CYU2	-	target gene
Tex35	D3Z652	73435	target gene
Lcn6	A2AJC1	-	target gene
Sv2b	Q8BG39	64176	target gene
Nrg4	Q9WTX4	83961	target gene
Zmynd8	A2A482	228880	target gene
9130409I23Rik	Q3TS87	619326	target gene
Ccnt2	Q7TQK0	72949	target gene
Rims1	E9PWP6	-	target gene
Olfr444	Q8VFS6	258650	target gene
