DDR2,P89113,854104,target gene
ASP3-3,P0CX78,850850;850852;850855;850857,target gene
SRO7,Q12038,856144,target gene
YEH2,Q07950,850707,target gene
YP264_YEAST,Q08980,855864,target gene
TAF11,Q04226,854993,target gene
YOL18_YEAST,Q08259,-,target gene
RMD9L_YEAST,P38330,852540,target gene
GFA1,P14742,853757,target gene
FIG4,P42837,855392,target gene
FET4,P40988,855369,target gene
ERG12,P07277,855248,target gene
GCV3,P39726,851254,target gene
YNW8_YEAST,P53862,-,target gene
LAM5,P43560,850501,target gene
YKD3A_YEAST,Q86ZR7,853833,target gene
STP22,P25604,850349,target gene
YG2A_YEAST,P53243,852958,target gene
CPD1,P53314,853162,target gene
FMN1,Q03778,851822,target gene
CUS2,P53830,855430,target gene
MRPL32,P25348,850359,target gene
MHP1,P43638,853408,target gene
TRS31,Q03337,852083,target gene
YD218_YEAST,Q07629,851308,target gene
YG240_YEAST,Q3E786,1466463,target gene
U5072_YEAST,P0CF17,855011,target gene
FAA4,P47912,855288,target gene
POL32,P47110,853500,target gene
HSP42,Q12329,851751,target gene
ADH7,P25377,850469,target gene
YL252_YEAST,O13573,-,target gene
SFI1,Q12369,850657,target gene
KRE9,P39005,853265,target gene
YIK0_YEAST,P40490,-,target gene
SSD1,P24276,851887,target gene
PDR16,P53860,855490,target gene
ATP5,P09457,851892,target gene
SSF1,P38789,856463,target gene
RTC4,P53850,855467,target gene
MMF1,P40185,854760,target gene
SES1,P07284,851587,target gene
PMT2,P31382,851210,target gene
ILV1,P00927,856819,target gene
RPL35A,P0CX84,851336;851419,target gene
HSP26,P15992,852364,target gene
YJF5_YEAST,P47044,853391,target gene
ASK10,P48361,852989,target gene
YO012_YEAST,Q12351,854177,target gene
YD455_YEAST,P87271,-,target gene
ISC10,P32645,856927,target gene
HYP2,P23301,856677,target gene
OXA1,P39952,856898,target gene
MBR1,P23493,853769,target gene
NAB3,P38996,855911,target gene
MRP4,P32902,856384,target gene
RPC19,P28000,855609,target gene
YL123_YEAST,Q12174,-,target gene
GRS2,Q06817,856196,target gene
YD186_YEAST,P48568,851340,target gene
DUR1_2,P32528,852507,target gene
SYG1,P40528,854764,target gene
LIP2,Q06005,850940,target gene
PRM2,P40534,854774,target gene
KIN4,Q01919,854408,target gene
PAU13,P38725,856339,target gene
DHR2,P36009,853784,target gene
CHZ1,P40019,856752,target gene
YM94_YEAST,Q04869,855363,target gene
MIF2,P35201,853773,target gene
GLN3,P18494,856763.0,transcription factor and target gene
YNE6_YEAST,P53956,855681,target gene
URB2,P47108,853498,target gene
YMB8_YEAST,Q03730,854990,target gene
TY1B-PR1,P0C2I9,856257,target gene
ROD1,Q02805,854183,target gene
MOT1,P32333,856023,target gene
YK104_YEAST,P0CE69,853979,target gene
ACF2,Q12168,850836,target gene
YKD1_YEAST,P36098,-,target gene
YD179_YEAST,Q03983,851760,target gene
YN82_YEAST,P53717,-,target gene
DBP2,P24783,855611,target gene
EGT2,P42835,855389,target gene
PGM2,P37012,855131,target gene
TY1A-LR3,P0CX75,850926;853483;854968,target gene
NSE3,Q05541,851882,target gene
YNU8_YEAST,P40159,855513,target gene
SFH1,Q06168,851032,target gene
YTM1,Q12024,854446,target gene
YP130_YEAST,O13568,-,target gene
HIM1,Q06674,851915,target gene
NGG1,P32494,851756,transcription factor and target gene
NSL1,Q12143,855843,target gene
KAP123,P40069,856846,target gene
RIF1,P29539,852578,target gene
SIA1,Q12212,854305,target gene
UTP7,P40055,856815,target gene
VPS9,P54787,854876,target gene
RAD9,P14737,851803,target gene
SDA1,P53313,853160,target gene
EAT1,P53208,852898,target gene
YD187_YEAST,Q07613,-,target gene
RPT2,P40327,851557,target gene
YCZ2_YEAST,P25608,850466,target gene
CWC27,Q02770,856041,target gene
MRPL13,Q02204,853875,target gene
YHU0_YEAST,P38842,856543,target gene
DAD2,P36162,853958,target gene
YB96A_YEAST,Q3E820,1466447,target gene
ADR1,P07248,851802.0,transcription factor and target gene
YI002_YEAST,Q3E7Z5,1466493,target gene
YHF0_YEAST,P38721,856335,target gene
RSC9,Q03124,854912,target gene
SNT1,P25357,850399,target gene
TY2B-OR2,Q12501,-,target gene
ERV29,P53337,853201,target gene
YL007_YEAST,Q07799,850653,target gene
IRC21,Q04772,855095,target gene
DRE2,P36152,853945,target gene
TYE7,P33122,854525,transcription factor and target gene
EAF6,P47128,853544,target gene
PIS1,P06197,856229,target gene
RGP1,P16664,851714,target gene
LNP1,P38878,856599,target gene
CAP2,P13517,854777,target gene
YJ151_YEAST,Q3E775,1466471,target gene
GUK1,P15454,852065,target gene
PPG1,P32838,855766,target gene
YIM1,P28625,855183,target gene
MED7,Q08278,853985,target gene
PXA1,P41909,855956,target gene
MAF1,P41910,851568,target gene
EPS1,P40557,854812,target gene
TY2A-F,P0CX61,850547;853066,target gene
BIO5,P53744,855793,target gene
STE2,D6VTK4,850518,target gene
GRE3,P38715,856504,target gene
TKL2,P33315,852414,target gene
AST2,P39945,856838,target gene
ERF2,Q06551,850947,target gene
ERP3,Q12403,851544,target gene
ROX3,P25046,852184,target gene
YH049_YEAST,O13533,-,target gene
HSH155,P49955,855332,target gene
RPA43,P46669,854518,target gene
YGF2_YEAST,P53175,-,target gene
SEC66,P33754,852469,target gene
AVT4,P50944,855622,target gene
SEF1,P34228,852214,transcription factor and target gene
TY1B-H,O13535,856623,target gene
YNB8_YEAST,P53976,855713,target gene
ARG80,P07249,855059.0,transcription factor and target gene
ESC2,Q06340,851965,target gene
YE175_YEAST,Q8TGU4,1466537,target gene
OLI1,P61829,24573116;854584,target gene
IKS1,P47042,853389,target gene
TAH1,P25638,850424,target gene
LCB4,Q12246,854342,target gene
SPF1,P39986,856681,target gene
YKY5_YEAST,Q02203,853874,target gene
YD340_YEAST,Q05503,-,target gene
MRX3,P38172,852181,target gene
HST2,P53686,856092,target gene
YM085_YEAST,P0CF18,855109,target gene
TOM22,P49334,855592,target gene
SER1,P33330,854356,target gene
UBC9,P50623,851495,target gene
SOL4,P53315,853163,target gene
MSN5,P52918,851935,target gene
RKM2,Q03942,851779,target gene
YID2_YEAST,P40536,-,target gene
ATG21,Q02887,856004,target gene
BUD8,P41698,851067,target gene
SPT21,P35209,855217,target gene
PAU6,P0CE90,850662;855813,target gene
MON1,P53129,852753,target gene
YD246_YEAST,Q3E763,1466436,target gene
PCL10,P53124,852743,target gene
APE4,P38821,856513,target gene
YCP7_YEAST,P25354,850364,target gene
ZRC1,P20107,855284,target gene
YAH1,Q12184,855824,target gene
MRPL15,P36523,851022,target gene
YG55_YEAST,P53310,-,target gene
SRB4,P32569,856743,target gene
YM58_YEAST,Q03695,855246,target gene
ALO1,P54783,854888,target gene
YB8B_YEAST,P38355,852590,target gene
TEL2,P53038,852991,target gene
GOT1,Q03554,855337,target gene
ECM25,P32525,853229,target gene
STB1,P42845,855407,target gene
SMD3,P43321,850839,target gene
MEP3,P53390,856260,target gene
PHO84,P25297,854916,target gene
YD182_YEAST,Q3E796,1466434,target gene
DOS2,P54858,851640,target gene
EFM5,P53200,852884,target gene
SEC31,P38968,851332,target gene
YFJ0_YEAST,P43600,850576,target gene
MAL13,P53338,853205.0,transcription factor and target gene
PAU5,P43575,850524,target gene
HMLALPHA2,P0CY09,850292;850406,target gene
SPC72,P39723,851250,target gene
SOD1,P00445,853568,target gene
SHE3,P38272,852427,target gene
YM60_YEAST,Q03649,855250,target gene
YCH6_YEAST,P25602,-,target gene
SBE22,P38814,856503,target gene
RPN12,P32496,850613,target gene
VPS41,P38959,851653,target gene
MCH2,P36032,853659,target gene
CSR1,Q06705,851096,target gene
DAP1,Q12091,855933,target gene
TY1A-PR2,P0CX60,854312;856282,target gene
DEG1,P31115,850550,target gene
GRX8,Q05926,851079,target gene
TY5B,P25601,-,target gene
PHO92,Q06390,851980,target gene
SIP2,P34164,852664,target gene
DED81,P38707,856412,target gene
HUR1,P45820,852708,target gene
YRA2,P36036,853666,target gene
KRE33,P53914,855591,target gene
RIM101,P33400,856358.0,transcription factor and target gene
PDR18,P53756,855807,target gene
FIT3,Q08907,854565,target gene
MF(ALPHA)2,P32435,852791,target gene
YBC9_YEAST,P38201,852252,target gene
YP014_YEAST,Q02606,856093,target gene
YP177_YEAST,O13575,-,target gene
RIM11,P38615,855170,target gene
STE50,P25344,850325,target gene
PUB1,P32588,855716,target gene
RTT109,Q07794,850658,target gene
LPP1,Q04396,852114,target gene
APTH1_YEAST,Q12354,850809,target gene
VHS1,Q03785,851834,target gene
CDC50,P25656,850456,target gene
SNC2,P33328,854505,target gene
SEC13,Q04491,850905,target gene
CLB6,P32943,853003,target gene
YO073_YEAST,Q08232,854081,target gene
ECI1,Q05871,850990,target gene
YO029_YEAST,Q08187,854128,target gene
SRP1,Q02821,855532,target gene
TY1A-PL,P0CX73,850854;851970;855816;856880,target gene
OST6,Q03723,854989,target gene
TEF1,P02994,852415;856195,target gene
VPS3,P23643,852106,target gene
YL285_YEAST,Q3E771,1466418,target gene
RGI2,P40188,854753,target gene
PET18,P25362,850382,target gene
TFB5,Q3E7C1,851652,target gene
YPT7,P32939,855012,target gene
DAT1,P13483,854927,target gene
Q0092_YEAST,Q35811,-,target gene
AXL2,P38928,854666,target gene
YG1I_YEAST,P53217,852910,target gene
FOL2,P51601,853183,target gene
YAD7_YEAST,P39728,851194,target gene
ARP6,Q12509,850774,target gene
YO283_YEAST,Q12040,854457,target gene
RRT5,P43607,850591,target gene
MLP1,Q02455,853970,target gene
GDS1,P41913,854537,target gene
HIR3,P47171,853605,target gene
TAX4,P47030,853362,target gene
PSD2,P53037,853080,target gene
PRP28,P23394,851830,target gene
RPL14A,P36105,853864,target gene
PRP38,Q00723,852966,target gene
LIP5,P32875,854371,target gene
KAP95,Q06142,851061,target gene
ARP5,P53946,855665,target gene
OPI9,O94084,-,target gene
HSP12,P22943,850532,target gene
CUP2,P15315,852710.0,transcription factor and target gene
GRX6,Q12438,851551,target gene
PPA2,P28239,855309,target gene
FAR1,P21268,853283,target gene
ECM32,P32644,856923,target gene
OYE3,P41816,855932,target gene
HES1,P35843,854412,target gene
PFA3,P42836,855390,target gene
MRPL20,P22354,853960,target gene
YD306_YEAST,Q06640,851900,target gene
BOR1,P53838,855446,target gene
YM80_YEAST,Q04019,-,target gene
YJ00_YEAST,P47101,853487,target gene
YP025_YEAST,Q02659,-,target gene
YP150_YEAST,Q12152,855953,target gene
YBQ6_YEAST,P38081,852346,target gene
HSP30,P25619,850385,target gene
AIM26,P32858,853829,target gene
DCR2,Q05924,851075,target gene
YE087_YEAST,A0A023PYE9,-,target gene
CAC2,Q04199,854869,target gene
SEC4,P07560,850543,target gene
AIM23,P47015,853310,target gene
SUI2,P20459,853463,target gene
MED1,Q12321,856183,target gene
PAM16,P42949,853340,target gene
PAR32,Q12515,851381,target gene
JIP3,O13555,-,target gene
YL184_YEAST,Q06267,-,target gene
YO238_YEAST,Q08634,854413,target gene
HIT1,P46973,853516,target gene
YG5N_YEAST,P40326,-,target gene
NUP2,P32499,851048,target gene
YMS4_YEAST,Q05131,855050,target gene
STB3,Q12427,851747,transcription factor and target gene
NOP7,P53261,852995,target gene
ARF1,P11076,851335,target gene
AME1,P38313,852512,target gene
RTS1,P38903,854179,target gene
SMI1,P32566,853144,target gene
OCA5,P38738,856356,target gene
MRPL38,P35996,853684,target gene
HAA1,Q12753,856117.0,transcription factor and target gene
PUF4,P25339,852870,target gene
GIN11_YEAST,Q99339,-,target gene
NUT1,P53114,852726,target gene
PHO8,P11491,852092,target gene
PTK1,P36002,853635,target gene
MRPS12,P53732,855772,target gene
UBR1,P19812,853096,target gene
SAC3,P46674,851737,target gene
YL140_YEAST,Q12077,-,target gene
ENA1,P13587,851610,target gene
SDH5,Q08230,854083,target gene
ROG3,P43602,850578,target gene
YM306_YEAST,A0A023PXI0,-,target gene
RAX1,Q08760,854477,target gene
YN94_YEAST,P53751,855802,target gene
YP092_YEAST,O13586,-,target gene
MRPL39,P36533,855002,target gene
SGA1,P08019,854708,target gene
CCP1,P00431,853940,target gene
RMD8,P43620,850609,target gene
BNA2,P47125,853541,target gene
NTR2,P36118,853892,target gene
ATG3,P40344,855741,target gene
YM001_YEAST,Q8TGS9,1466498,target gene
YPS5,P53057,852632,target gene
YP204_YEAST,Q08995,856334,target gene
TY2B-C,P25384,850340,target gene
WHI5,Q12416,854249,target gene
PDR11,P40550,854802,target gene
CDC8,P00572,853520,target gene
ESA1,Q08649,854418,target gene
PCP1,P53259,852993,target gene
YO19A_YEAST,Q8TGS2,1466477,target gene
MND1,P53102,852692,target gene
TIP20,P33891,852732,target gene
YA034_YEAST,O13515,-,target gene
GIP2,P40036,856781,target gene
RCF2,P53721,855752,target gene
GDH3,P39708,851237,target gene
WWM1,P43582,850538,target gene
MTC6,P38849,856556,target gene
VMA4,P22203,854509,target gene
SLY1,P22213,851770,target gene
ADE8,P04161,852017,target gene
HMF1,P40037,856785,target gene
YJG4_YEAST,P47038,-,target gene
RPL42B,P0CX28,855560;856544,target gene
YAJ3_YEAST,D6VPM8,851276,target gene
ORC2,P32833,852352,target gene
FYV8,P46949,853110,target gene
TMC1,Q08422,854217,target gene
FPS1,P23900,850683,target gene
YCE9_YEAST,P25577,850308,target gene
YD011_YEAST,Q12023,-,target gene
YI134_YEAST,Q45U18,1466491,target gene
YNV7_YEAST,P40152,855504,target gene
UGX2,P32772,851385,target gene
YHP7_YEAST,P38809,856497,target gene
YHP1,Q04116,852062,transcription factor and target gene
BSC2,Q05611,851868,target gene
SDH7,Q04401,852123,target gene
YJ94_YEAST,P47159,853588,target gene
CAT8,P39113,855323.0,transcription factor and target gene
YP152_YEAST,Q8TGR9,1466519,target gene
CEG1,Q01159,852747,target gene
CLA4,P48562,855418,target gene
UBA3,Q99344,856179,target gene
YJU3,P28321,853768,target gene
YFG3_YEAST,P43541,-,target gene
PAU20,Q08322,854003,target gene
YNL4_YEAST,P53926,-,target gene
EMC5,P40540,854785,target gene
SPC105,P53148,852787,target gene
RRM3,P38766,856426,target gene
ARC18,Q05933,851085,target gene
GLO4,Q12320,854205,target gene
YE091_YEAST,Q02590,-,target gene
RNH1,Q04740,855274,target gene
YO114_YEAST,Q12322,854035,target gene
TDA5,Q06417,851146,target gene
WSC4,P38739,856357,target gene
AGP3,P43548,850489,target gene
YB70_YEAST,P38318,852521,target gene
AAD3,P25612,850471,target gene
RAD17,P48581,854550,target gene
YB28_YEAST,P38296,-,target gene
BUD20,Q08004,850763,target gene
RRN7,P40992,853428,target gene
SYP1,P25623,850396,target gene
TCB1,Q12466,854253,target gene
LSM1,P47017,853318,target gene
EGD2,P38879,856600,target gene
PPS1,P38148,852579,target gene
GIT1,P25346,850462,target gene
YO134_YEAST,Q08272,-,target gene
MMP1,Q12372,850665,target gene
IMP2,P46972,855051,target gene
SSQ1,Q05931,851084,target gene
YO343_YEAST,Q12484,-,target gene
SSN3,P39073,856065,target gene
SLI15,P38283,852453,target gene
RTT103,Q05543,851884,target gene
RFC1,P38630,854392,target gene
AGE2,P40529,854767,target gene
YGY9_YEAST,P53069,-,target gene
IRC5,P43610,850599,target gene
YCT1,Q12235,850671,target gene
LSM7,P53905,855575,target gene
YD543_YEAST,Q03051,-,target gene
YBW3_YEAST,P38267,-,target gene
IES2,P40154,855506,target gene
TAH11,P47112,853504,target gene
YL125_YEAST,Q12138,850816,target gene
DHH1,P39517,851394,target gene
FET3,P38993,855080,target gene
YMW4_YEAST,Q04773,855096,target gene
YO020_YEAST,Q3E824,1466480,target gene
PSA1,P41940,851504,target gene
VID28,P40547,854795,target gene
PEP1,P32319,852264,target gene
MYO5,Q04439,855136,target gene
REP1,P03871,-,target gene
PRM6,Q04705,854959,target gene
YD286_YEAST,Q05530,851880,target gene
DOT6,P40059,856822.0,transcription factor and target gene
PSF3,Q12146,854019,target gene
ATG40,Q99325,854323,target gene
YD426_YEAST,P87268,-,target gene
MLH1,P38920,855203,target gene
SRL2,Q12020,850771,target gene
SKI2,P35207,851114,target gene
YC048_YEAST,Q2V2Q2,3799968,target gene
YD87C_YEAST,A0A023PYD7,-,target gene
GAS2,Q06135,851056,target gene
YL342_YEAST,Q3E810,1466421,target gene
SEC23,P15303,856311,target gene
YM315_YEAST,Q8TGS4,1466508,target gene
YM86_YEAST,Q04814,855294,target gene
GUS1,P46655,852606,target gene
SED5,Q01590,850713,target gene
BEM4,P39011,855942,target gene
YAO0_YEAST,P39566,-,target gene
CIR1,P42940,853121,target gene
TOK1,P40310,853352,target gene
SIP1,P32578,852032,target gene
SPG5,P42933,855229,target gene
HIS2,P38635,850581,target gene
RTG3,P38165,852171.0,transcription factor and target gene
LSM3,P57743,851159,target gene
RNR4,P49723,853091,target gene
FLC3,P53121,852738,target gene
IDI1,P15496,855986,target gene
DYS1,P38791,856465,target gene
YHS5_YEAST,P38831,-,target gene
DPH1,P40487,854703,target gene
TPM2,P40414,854668,target gene
RPL18A,P0CX49,854029;855415,target gene
GIS2,P53849,855466,target gene
RIO2,P40160,855514,target gene
URA4,P20051,851139,target gene
OMA1,P36163,853962,target gene
BNA5,Q05979,850933,target gene
RDI1,Q12434,851420,target gene
RIM8,P53179,852837,target gene
YL194_YEAST,Q05777,850891,target gene
YKJ7_YEAST,P34245,-,target gene
ENA2,Q01896,851609,target gene
YCQ3_YEAST,P25614,-,target gene
ADE13,Q05911,851073,target gene
GFD2,P25370,850321,target gene
ILS1,P09436,852202,target gene
RLF2,Q12495,856129,target gene
TWF1,P53250,852971,target gene
ARK1,P53974,855711,target gene
YO082_YEAST,Q08498,-,target gene
STR2,P47164,853594,target gene
YP261_YEAST,Q08976,-,target gene
LRO1,P40345,855742,target gene
ERP4,Q12450,854181,target gene
BUG1,Q12191,851459,target gene
YO385_YEAST,Q08909,854567,target gene
RAD51,P25454,856831,target gene
YD172_YEAST,Q12135,-,target gene
COG5,P53951,855676,target gene
GLC8,P41818,855359,target gene
RAD59,Q12223,851500,target gene
YG16_YEAST,P53205,-,target gene
POL30,P15873,852385,target gene
COX10,P21592,855931,target gene
KXD1,P53158,852801,target gene
MSO1,P53604,855785,target gene
RME1,P32338,852935.0,transcription factor and target gene
STB2,P46679,855075,target gene
YM135_YEAST,Q6B0X1,-,target gene
UTP9,P38882,856603,target gene
UBP1,P25037,851435,target gene
LYS20,P48570,851346,target gene
FLC2,P39719,851246,target gene
YO050_YEAST,Q08222,-,target gene
TSC10,P38342,852568,target gene
AVO2,Q04749,855090,target gene
RPF1,P38805,856488,target gene
PBP1,P53297,853089,target gene
YKI3_YEAST,P36079,-,target gene
MDM36,Q06820,856198,target gene
YNB9_YEAST,P53975,855712,target gene
TRM9,P49957,854994,target gene
YA067_YEAST,Q8TGK6,1466426,target gene
HXK2,P04807,852639,target gene
MTF1,P14908,855268,target gene
THI6,P41835,855887,target gene
BOL1,Q3E793,851252,target gene
TOM20,P35180,852973,target gene
YMD8,Q03697,854970,target gene
RSM25,P40496,854715,target gene
TY4B-P,A0A0B7P3V8,856047,target gene
PAD1,P33751,852150,target gene
YJ31_YEAST,P40355,853524,target gene
DCN1,Q12395,850819,target gene
MKK2,P32491,855963,target gene
YJ9J_YEAST,P47173,853607,target gene
SMF2,P38778,856447,target gene
RPL36B,O14455,855826,target gene
PET9,P18239,852250,target gene
OMS1,Q06668,851911,target gene
YBK0_YEAST,P38168,-,target gene
PRP9,P19736,851531,target gene
MMS22,Q06164,851030,target gene
ADA2,Q02336,852059,target gene
NYV1,Q12255,850782,target gene
APM1,Q00776,855869,target gene
QRI1,P43123,851455,target gene
ATC1,Q04005,851765,target gene
MAM1,P40065,856843,target gene
RPT5,P33297,854284,target gene
YD159_YEAST,Q3E774,851395,target gene
VPS5,Q92331,854235,target gene
INH1,P01097,851347,target gene
YKF0_YEAST,P35736,853816,target gene
YI046_YEAST,Q3E7Z4,1466492,target gene
YDR10_YEAST,Q12426,-,target gene
SUL2,Q12325,850781,target gene
ECM2,P38241,852357,target gene
YO097_YEAST,Q3E7Y9,1466475,target gene
VTI1,Q04338,855237,target gene
YAT2,P40017,856745,target gene
VAR1,P02381,854586,target gene
RPE1,P46969,853322,target gene
COS7,Q07788,851348,target gene
CTF13,P35203,855119,target gene
CFT1,Q06632,851895,target gene
BET2,P20133,856306,target gene
PML1,Q07930,850703,target gene
SWC7,Q06707,851101,target gene
EMI1,Q04406,852125,target gene
NRG1,Q03125,851613.0,transcription factor and target gene
SAC7,P17121,851997,target gene
SEC63,P14906,854428,target gene
YGN8_YEAST,P53122,852739,target gene
ZTA1,P38230,852335,target gene
CTA1,P15202,851843,target gene
PDA1,P16387,856925,target gene
TIM8,P57744,853600,target gene
TY1A-GR3,P0CX67,851913;853069;855071;856907,target gene
YL15H_YEAST,P0CY02,1466410;1466411;1466414;1466415,target gene
SLH1,P53327,853187,target gene
ACF4,P47129,853545,target gene
YML6,P51998,854983,target gene
YGL7_YEAST,P53133,852761,target gene
FCY1,Q12178,856175,target gene
YEI6_YEAST,P39971,856633,target gene
IRC15,Q02733,856090,target gene
YI018_YEAST,Q3E7Z3,1466494,target gene
Q0297_YEAST,Q9ZZV8,-,target gene
API2,Q04413,-,target gene
EAR1,Q03212,855207,target gene
GPI10,P30777,852735,target gene
YGO0_YEAST,P53120,852737,target gene
COG4,Q06096,856220,target gene
PIN3,Q06449,856277,target gene
YNB3_YEAST,P53979,-,target gene
RPO26,P20435,856317,target gene
FSF1,Q12029,854445,target gene
YD018_YEAST,Q12185,851581,target gene
SEM1,O94742,851967,target gene
FRK1,Q03002,855962,target gene
YJY8_YEAST,P47091,-,target gene
SNF5,P18480,852592,target gene
YM14_YEAST,Q04223,855160,target gene
YL235_YEAST,A0A023PXP4,-,target gene
SIC1,P38634,850768,target gene
COF1,Q03048,850676,target gene
YM175_YEAST,Q3E766,1466501,target gene
IST2,P38250,852382,target gene
PRP45,P28004,851201,target gene
YO376_YEAST,Q3E805,1466488,target gene
RTK1,Q12100,851536,target gene
TMN3,P40071,856849,target gene
YM8V_YEAST,Q03559,855341,target gene
CRN1,Q06440,851148,target gene
CYC3,P06182,851192,target gene
YEQ9_YEAST,P40052,856812,target gene
RAD5,P32849,850719,target gene
HFD1,Q04458,855137,target gene
BRE1,Q07457,851485,target gene
TTI1,P36097,853834,target gene
TY1A-OR,P0CX59,854312;856282,target gene
SGE1,P33335,856327,target gene
YG161_YEAST,Q3E744,3077355,target gene
SEC53,P07283,850499,target gene
SNF12,P53628,855757,target gene
SPE2,P21182,854105,target gene
CLN2,P20438,855819,target gene
DAK1,P54838,854932,target gene
YP126_YEAST,O13567,-,target gene
TY1A-GR1,Q12085,852912,target gene
ETT1,Q08421,854216,target gene
DAN1,P47178,853615,target gene
RPS4A,P0CX35,853610;856610,target gene
DAL2,P25335,854847,target gene
COS4,P43542,850482,target gene
NDE1,P40215,855176,target gene
SSB2,P40150,855512,target gene
DLHH_YEAST,Q07505,851472,target gene
MYO3,P36006,853729,target gene
YGK9_YEAST,P53138,-,target gene
FAF1,P40546,854793,target gene
EDE1,P34216,852233,target gene
RKM3,P38222,852318,target gene
YL458_YEAST,A0A023PZK9,-,target gene
MTQ1,P53944,855662,target gene
MGM1,P32266,854386,target gene
RAS1,P01119,854268,target gene
MAG2,Q06436,851147,target gene
YD041_YEAST,Q12352,-,target gene
VHC1,P38329,852537,target gene
GUA1,P38625,855257,target gene
PAU17,Q12370,850635,target gene
COX9,P07255,851492,target gene
YL111_YEAST,Q12528,-,target gene
YE066_YEAST,P87263,-,target gene
PMT3,P47190,854499,target gene
DST1,P07273,852839,target gene
STE14,P32584,852019,target gene
SKT5,P34226,852218,target gene
YKM3_YEAST,P36071,-,target gene
YCP4,P25349,850360,target gene
GCD7,P32502,850998,target gene
MPE1,P35728,853806,target gene
PUP3,P25451,856830,target gene
CPR8,P53728,855762,target gene
PUS9,Q12069,851525,target gene
NSA2,P40078,856863,target gene
YHN8_YEAST,P38799,856477,target gene
SPP2,Q02521,854319,target gene
TY1A-MR2,P0CX69,851913;853069;855071;856907,target gene
YNX5_YEAST,P53856,-,target gene
LOT5,P34234,853652,target gene
OST1,P41543,853455,target gene
SNF4,P12904,852763,target gene
ITR1,P30605,852108,target gene
YL422_YEAST,Q06409,851141,target gene
UBR2,Q07963,850711,target gene
POL4,P25615,850372,target gene
